identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
sander_beschreibung01_1783-7510-18	sulzer_theorie01_1771-268-13	Presse	0.8	[4, 3, 3, 3, 2]
ganswindt_faerberei_1889-7291-7	treitschke_geschichte04_1889-4066-15	Presse	0.4	[2, 1, 1, 1, 1]
karsch_gedichte_1764-64-26	moritz_erfahrungsseelenkunde0202_1784-448-8	Presse	0.8	[4, 4, 2, 4, 4]
holz_selicke_1890-38-23	stein_verwaltungslehre06_1868-887-18	Presse	0.8	[3, 2, 3, 3, 4]
goethe_lehrjahre02_1795-1795-2	stein_verwaltungslehre06_1868-1931-14	Presse	0.5	[2, 2, 1, 2, 0]
knueppeln_rechte_1784-717-54	stein_verwaltungslehre06_1868-1319-14	Presse	0.4	[2, 1, 1, 1, 1]
forster_niederrhein01_1791-1220-19	sulzer_reise_1780-1766-4	Presse	0.6	[4, 4, 3, 4, 3]
samter_erfindungen_1896-10392-51	treitschke_geschichte05_1894-9250-3	Presse	0.4	[2, 1, 1, 1, 1]
haller_anfangsgruende07_1775-6163-45	stein_verwaltungslehre06_1868-829-15	Presse	0.5	[2, 1, 1, 1, 0]
haller_anfangsgruende03_1766-1031-8	thunberg_reisen01_1792-2869-4	Presse	0.4	[2, 2, 1, 2, 2]
haller_anfangsgruende03_1766-3355-38	ludovici_grundriss_1756-5431-32	Presse	1.4	[3, 1, 4, 2, 2]
haller_anfangsgruende03_1766-7994-39	treitschke_geschichte03_1885-11050-12	Presse	0.6	[1, 2, 1, 2, 1]
haller_anfangsgruende06_1774-13749-10	treitschke_geschichte03_1885-11050-12	Presse	0.6	[1, 2, 1, 2, 1]
forster_niederrhein01_1791-1159-33	treitschke_geschichte03_1885-11050-12	Presse	0.6	[1, 2, 1, 2, 1]
haller_anfangsgruende02_1762-10773-6	nicolai_nothanker01_1773-113-22	Presse	1.0	[2, 3, 1, 1, 1]
reichart_landschatz01_1753-1090-49	stein_verwaltungslehre06_1868-33-5	Presse	1.0	[3, 1, 1, 1, 2]
Querschnitt-c1-i24	Querschnitt-c1-i75	Querschnitt	3.0	[1, 4]
Querschnitt-c1-i11	Querschnitt-c2-i81	Querschnitt	0.6666666666666666	[2, 1, 2]
Querschnitt-c1-i33	Querschnitt-c1-i95	Querschnitt	0.6666666666666666	[4, 3, 3]
Querschnitt-c1-i63	Querschnitt-c2-i8	Querschnitt	0.0	[2, 2]
Querschnitt-c1-i11	Querschnitt-c2-i24	Querschnitt	1.0	[1, 2]
Querschnitt-c1-i24	Querschnitt-c1-i33	Querschnitt	1.3333333333333333	[4, 3, 2]
Querschnitt-c1-i33	Querschnitt-c2-i81	Querschnitt	0.6666666666666666	[2, 1, 2]
Querschnitt-c1-i50	Querschnitt-c2-i97	Querschnitt	2.0	[1, 3]
Querschnitt-c1-i33	Querschnitt-c1-i97	Querschnitt	0.6666666666666666	[2, 3, 3]
Querschnitt-c1-i66	Querschnitt-c1-i86	Querschnitt	2.0	[1, 3]
Querschnitt-c1-i75	Querschnitt-c1-i97	Querschnitt	2.0	[1, 3]
Querschnitt-c2-i81	Querschnitt-c2-i96	Querschnitt	0.6666666666666666	[4, 3, 4]
Querschnitt-c2-i81	Querschnitt-c2-i91	Querschnitt	0.6666666666666666	[4, 3, 4]
Querschnitt-c2-i55	Querschnitt-c2-i91	Querschnitt	0.0	[4, 4]
Querschnitt-c2-i11	Querschnitt-c2-i81	Querschnitt	0.0	[3, 3, 3]
Querschnitt-c1-i97	Querschnitt-c2-i81	Querschnitt	1.3333333333333333	[3, 1, 2]
Querschnitt-c1-i50	Querschnitt-c1-i63	Querschnitt	2.0	[2, 4]
Querschnitt-c1-i82	Querschnitt-c2-i93	Querschnitt	2.0	[2, 4]
Querschnitt-c1-i82	Querschnitt-c1-i95	Querschnitt	1.0	[1, 2]
Querschnitt-c1-i45	Querschnitt-c1-i97	Querschnitt	2.0	[1, 3]
Querschnitt-c1-i95	Querschnitt-c2-i81	Querschnitt	1.3333333333333333	[3, 1, 2]
heckert_schulgesetzgebung_1847-4114-60	mommsen_roemische01_1854-517-62	Rezeption	1.3333333333333333	[3, 3, 1]
heckert_schulgesetzgebung_1847-4114-60	klueber_voelkerrecht01_1821-4042-27	Rezeption	1.3333333333333333	[4, 4, 2]
26120215_1981_10_20_01_303.tcf.xml-117-13	brunner_rechtsgeschichte01_1887-319-37	Rezeption	1.0	[2, 1]
heckert_schulgesetzgebung_1847-4114-60	klueber_recht_1817-7578-42	Rezeption	1.3333333333333333	[1, 2, 3]
26120215_1981_10_20_01_303.tcf.xml-117-13	brunner_rechtsgeschichte02_1892-12136-21	Rezeption	0.6666666666666666	[1, 2, 1]
26120215_1971_02_11_01_265.tcf.xml-57-9	mommsen_roemische01_1854-1172-34	Rezeption	0.6666666666666666	[2, 3, 3]
heckert_schulgesetzgebung_1847-4105-20	mommsen_roemische01_1854-1172-34	Rezeption	0.6666666666666666	[2, 3, 2]
26120215_1971_02_11_01_265.tcf.xml-57-9	lehnert_seehaefen01_1891-6867-4	Rezeption	1.3333333333333333	[1, 3, 3]
heckert_schulgesetzgebung_1847-4114-60	huber_verkehr_1893-1724-15	Rezeption	1.3333333333333333	[3, 2, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	beseler_volksrecht_1843-2058-15	Rezeption	1.0	[1, 2]
heckert_schulgesetzgebung_1847-4114-60	heckert_schulgesetzgebung_1847-4199-10	Rezeption	0.6666666666666666	[4, 4, 3, 3]
26120215_1969_06_24_01_119.tcf.xml-16-3	beseler_volksrecht_1843-2072-95	Rezeption	0.0	[2, 2]
26120215_1969_06_24_01_119.tcf.xml-16-3	beseler_volksrecht_1843-278-6	Rezeption	0.0	[1, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	beseler_volksrecht_1843-500-21	Rezeption	0.0	[2, 2, 2]
26120215_1971_02_11_01_265.tcf.xml-57-9	klueber_recht_1817-7578-42	Rezeption	1.3333333333333333	[1, 3, 3]
26120215_1971_02_11_01_265.tcf.xml-57-9	lehnert_seehaefen01_1891-6864-11	Rezeption	1.3333333333333333	[1, 3, 3]
26120215_1988_02_12_01_008.tcf.xml-7-7	heckert_schulgesetzgebung_1847-4204-8	Rezeption	1.0	[3, 2]
26120215_1981_11_14_01_411.tcf.xml-121-15	schweiger_armenien_1878-2578-27	Rezeption	0.0	[1, 1]
heckert_schulgesetzgebung_1847-4114-60	savigny_system01_1840-2485-13	Rezeption	1.0	[2, 3, 0]
26120215_1971_03_10_01_245.tcf.xml-2-2	26120215_1988_02_12_01_008.tcf.xml-7-7	Rezeption	0.0	[1, 1]
26120215_1971_03_10_01_245.tcf.xml-2-2	26120215_1975_03_26_01_101.tcf.xml-5-20	Rezeption	0.0	[1, 1]
heckert_schulgesetzgebung_1847-4114-60	wilamowitz_aristoteles02_1893-254-144	Rezeption	0.6666666666666666	[2, 3, 3]
26120215_1990_07_03_01_214.tcf.xml-5-14	savigny_system01_1840-2484-17	Rezeption	0.0	[1, 1]
26120215_1990_07_03_01_214.tcf.xml-5-14	beseler_volksrecht_1843-337-14	Rezeption	0.0	[1, 1]
heckert_schulgesetzgebung_1847-4114-60	wilamowitz_aristoteles02_1893-253-143	Rezeption	1.0	[2, 1]
26120215_1971_02_11_01_265.tcf.xml-57-9	wilamowitz_aristoteles02_1893-226-32	Rezeption	0.6666666666666666	[2, 3, 3]
heckert_schulgesetzgebung_1847-4114-60	savigny_system01_1840-1760-36	Rezeption	1.0	[2, 1]
26120215_1971_02_11_01_265.tcf.xml-57-9	savigny_system01_1840-914-10	Rezeption	0.6666666666666666	[2, 3, 3]
heckert_schulgesetzgebung_1847-4105-20	klueber_recht_1817-7578-42	Rezeption	1.3333333333333333	[2, 4, 2]
heckert_schulgesetzgebung_1847-4105-20	lehnert_seehaefen01_1891-6867-4	Rezeption	1.3333333333333333	[3, 4, 2]
26120215_1969_06_24_01_119.tcf.xml-16-3	26120215_1982_12_29_01_164.tcf.xml-29-2	Rezeption	0.0	[4, 4]
heckert_schulgesetzgebung_1847-4114-60	stein_verwaltungslehre01_1865-1300-28	Rezeption	1.3333333333333333	[3, 3, 1, 1]
heckert_schulgesetzgebung_1847-4114-60	savigny_system01_1840-981-17	Rezeption	1.5	[2, 2, 4, 1]
heckert_schulgesetzgebung_1847-4114-60	savigny_system01_1840-962-4	Rezeption	1.3333333333333333	[3, 1, 1]
heckert_schulgesetzgebung_1847-4114-60	savigny_system01_1840-2697-28	Rezeption	0.6666666666666666	[2, 3, 2]
heckert_schulgesetzgebung_1847-4114-60	stein_verwaltungslehre02_1866-4762-10	Rezeption	0.8	[4, 4, 4, 2, 4]
26120215_1988_02_12_01_008.tcf.xml-7-7	schweiger_armenien_1878-2578-27	Rezeption	0.0	[4, 4]
26120215_1971_02_11_01_265.tcf.xml-57-9	beseler_volksrecht_1843-500-21	Rezeption	1.3333333333333333	[1, 3, 3]
26120215_1981_11_14_01_411.tcf.xml-121-15	fessler_eleusinien02_1803-2103-5	Rezeption	1.0	[1, 2]
26120215_1969_06_24_01_119.tcf.xml-16-3	brunner_rechtsgeschichte02_1892-12136-21	Rezeption	0.0	[1, 0, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	chamberlain_grundlagen02_1899-272-3	Rezeption	0.0	[1, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	fessler_eleusinien01_1802-1372-13	Rezeption	0.0	[1, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.0	[2, 1]
26120215_1988_06_17_01_173.tcf.xml-29-7	savigny_system01_1840-982-1	Rezeption	1.0	[1, 2]
heckert_schulgesetzgebung_1847-4105-20	wilamowitz_aristoteles02_1893-226-32	Rezeption	0.0	[2, 2]
26120215_1988_08_06_01_103.tcf.xml-11-30	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.3333333333333333	[2, 3, 0, 1]
heckert_schulgesetzgebung_1847-4105-20	schweiger_armenien_1878-2578-27	Rezeption	0.6666666666666666	[2, 1, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	klueber_voelkerrecht01_1821-4042-27	Rezeption	0.0	[1, 1]
26120215_1969_06_24_01_119.tcf.xml-16-3	lehnert_seehaefen01_1891-6867-4	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1969_06_24_01_119.tcf.xml-16-3	schweiger_armenien_1878-2578-27	Rezeption	0.0	[1, 1]
26120215_1988_08_06_01_103.tcf.xml-11-30	schweiger_armenien_1878-2578-27	Rezeption	0.0	[4, 4]
26120215_1988_10_08_01_377.tcf.xml-12-1	fessler_eleusinien02_1803-2103-5	Rezeption	0.6666666666666666	[3, 2, 2]
26120215_1981_08_01_01_383.tcf.xml-109-34	26120215_1987_08_13_01_333.tcf.xml-25-23	Rezeption	0.0	[4, 4]
26120215_1981_08_01_01_383.tcf.xml-109-34	chamberlain_grundlagen02_1899-272-3	Rezeption	1.0	[1, 2]
heckert_schulgesetzgebung_1847-4114-60	heckert_schulgesetzgebung_1847-4157-25	Rezeption	0.0	[3, 3]
26120215_1981_08_01_01_383.tcf.xml-109-34	fessler_eleusinien02_1803-2103-5	Rezeption	1.0	[2, 0, 1]
chamberlain_grundlagen02_1899-272-3	dilthey_geisteswissenschaften_1883-1140-81	Rezeption	0.0	[4, 4]
26120215_1970_10_10_01_207.tcf.xml-3-37	26120215_1974_05_15_01_229.tcf.xml-2-7	Rezeption	0.6666666666666666	[4, 4, 3]
26120215_1971_02_11_01_265.tcf.xml-57-9	beseler_volksrecht_1843-275-34	Rezeption	1.0	[2, 3]
26120215_1969_06_24_01_119.tcf.xml-16-3	brunner_rechtsgeschichte01_1887-548-6	Rezeption	0.0	[1, 1, 1, 1]
26120215_1971_02_11_01_265.tcf.xml-57-9	26120215_1972_11_09_01_081.tcf.xml-19-1	Rezeption	0.6666666666666666	[2, 3, 3]
26120215_1981_10_31_01_020.tcf.xml-8-49	klueber_recht_1817-7578-42	Rezeption	1.0	[3, 4]
heckert_schulgesetzgebung_1847-4114-60	heckert_schulgesetzgebung_1847-4195-11	Rezeption	0.0	[4, 4]
26120215_1981_10_31_01_020.tcf.xml-8-49	toennies_gemeinschaft_1887-2577-20	Rezeption	0.0	[3, 3]
26120215_1981_11_14_01_411.tcf.xml-121-15	fessler_eleusinien01_1802-1372-13	Rezeption	0.6666666666666666	[2, 3, 2]
26120215_1971_02_11_01_265.tcf.xml-57-9	brunner_rechtsgeschichte01_1887-321-9	Rezeption	0.6666666666666666	[2, 3, 3]
26120215_1979_02_09_01_096.tcf.xml-29-7	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.0	[2, 3]
26120215_1981_08_01_01_383.tcf.xml-109-34	savigny_system01_1840-1760-36	Rezeption	1.0	[2, 1]
chamberlain_grundlagen02_1899-272-3	savigny_system01_1840-917-34	Rezeption	0.6666666666666666	[3, 2, 3]
chamberlain_grundlagen02_1899-272-3	jhering_recht01_1852-1603-3	Rezeption	1.1666666666666667	[3, 3, 0, 1, 2]
26120215_1970_10_10_01_207.tcf.xml-3-37	fessler_eleusinien01_1802-1372-13	Rezeption	0.0	[1, 1, 1]
26120215_1970_10_10_01_207.tcf.xml-3-37	beseler_volksrecht_1843-337-14	Rezeption	0.6666666666666666	[1, 2, 1]
chamberlain_grundlagen02_1899-272-3	huber_verkehr_1893-1724-15	Rezeption	0.0	[4, 4, 4]
26120215_1970_10_10_01_207.tcf.xml-3-37	26120215_1976_11_01_01_199.tcf.xml-6-8	Rezeption	0.0	[4, 4]
heckert_schulgesetzgebung_1847-4105-20	savigny_system01_1840-914-10	Rezeption	0.6666666666666666	[2, 3, 2]
26120215_1979_02_09_01_096.tcf.xml-29-7	26120215_1980_06_18_01_072.tcf.xml-19-2	Rezeption	0.0	[4, 4, 4]
26120215_1987_08_13_01_333.tcf.xml-25-23	fessler_eleusinien01_1802-1372-13	Rezeption	0.0	[1, 1]
26120215_1988_02_12_01_008.tcf.xml-7-7	fessler_eleusinien01_1802-1372-13	Rezeption	0.0	[3, 3]
26120215_1982_12_30_01_256.tcf.xml-9-26	brunner_rechtsgeschichte01_1887-522-2	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1982_12_30_01_256.tcf.xml-9-26	beseler_volksrecht_1843-2072-95	Rezeption	1.0	[1, 2]
26120215_1986_03_12_01_095.tcf.xml-15-5	lehnert_seehaefen01_1891-6867-4	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1982_12_29_01_164.tcf.xml-29-2	fessler_eleusinien01_1802-1372-13	Rezeption	1.0	[2, 1]
26120215_1982_12_29_01_164.tcf.xml-29-2	beseler_volksrecht_1843-477-1	Rezeption	0.0	[1, 1, 1]
26120215_1982_12_29_01_164.tcf.xml-29-2	beseler_volksrecht_1843-275-34	Rezeption	1.0	[2, 1]
26120215_1986_10_08_01_044.tcf.xml-9-15	fessler_eleusinien01_1802-1372-13	Rezeption	0.5	[2, 2, 3, 2]
26120215_1987_07_30_01_282.tcf.xml-8-9	beseler_volksrecht_1843-337-14	Rezeption	0.0	[1, 1]
26120215_1987_07_30_01_282.tcf.xml-8-9	brunner_rechtsgeschichte01_1887-522-2	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1987_07_30_01_282.tcf.xml-8-9	fessler_eleusinien02_1803-2103-5	Rezeption	1.3333333333333333	[1, 2, 3]
brunner_rechtsgeschichte01_1887-319-37	fessler_eleusinien01_1802-1372-13	Rezeption	1.0	[2, 1]
brunner_rechtsgeschichte01_1887-319-37	savigny_system01_1840-985-5	Rezeption	1.0	[3, 4]
brunner_rechtsgeschichte01_1887-321-9	brunner_rechtsgeschichte02_1892-12136-21	Rezeption	1.0	[3, 4]
brunner_rechtsgeschichte01_1887-321-9	fessler_eleusinien02_1803-2103-5	Rezeption	1.0	[2, 1]
brunner_rechtsgeschichte01_1887-321-9	heckert_schulgesetzgebung_1847-4105-20	Rezeption	0.6666666666666666	[2, 3, 2]
brunner_rechtsgeschichte01_1887-321-9	lehnert_seehaefen01_1891-6867-4	Rezeption	1.3333333333333333	[1, 3, 3]
26120215_1968_01_14_01_110.tcf.xml-17-9	savigny_system01_1840-2484-17	Rezeption	0.6666666666666666	[4, 4, 3]
brunner_rechtsgeschichte01_1887-321-9	mommsen_roemische01_1854-1172-34	Rezeption	1.3333333333333333	[2, 4, 3]
brunner_rechtsgeschichte01_1887-365-45	fessler_eleusinien01_1802-1372-13	Rezeption	1.0	[2, 2, 3, 1]
26120215_1982_12_30_01_256.tcf.xml-9-26	fessler_eleusinien02_1803-2103-5	Rezeption	0.5333333333333333	[2, 2, 2, 0, 2, 3, 3]
26120215_1986_03_12_01_095.tcf.xml-15-5	heckert_schulgesetzgebung_1847-4195-11	Rezeption	0.0	[1, 1]
26120215_1986_03_12_01_095.tcf.xml-15-5	chamberlain_grundlagen02_1899-272-3	Rezeption	0.6666666666666666	[1, 2, 1]
26120215_1986_03_12_01_095.tcf.xml-15-5	beseler_volksrecht_1843-477-1	Rezeption	0.5	[1, 2, 1, 1]
26120215_1983_07_13_01_078.tcf.xml-8-20	beseler_volksrecht_1843-278-6	Rezeption	1.3333333333333333	[4, 2, 3]
26120215_1983_07_13_01_078.tcf.xml-8-20	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.0	[2, 1]
26120215_1983_08_16_01_291.tcf.xml-11-14	beseler_volksrecht_1843-275-34	Rezeption	0.5	[1, 1, 2, 1]
26120215_1967_03_31_01_094.tcf.xml-21-22	26120215_1983_10_12_01_067.tcf.xml-30-4	Rezeption	0.0	[2, 2]
26120215_1967_03_31_01_094.tcf.xml-21-22	ideler_wahnsinn_1847-239-35	Rezeption	1.0	[3, 2]
26120215_1967_03_31_01_094.tcf.xml-21-22	klueber_recht_1817-7578-42	Rezeption	0.0	[3, 3]
26120215_1983_08_16_01_291.tcf.xml-11-14	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.0	[2, 3, 1, 2, 1]
26120215_1983_08_16_01_291.tcf.xml-11-14	ideler_wahnsinn_1847-239-35	Rezeption	0.0	[1, 1]
26120215_1983_10_12_01_067.tcf.xml-30-4	wilamowitz_aristoteles02_1893-647-248	Rezeption	1.0	[1, 2]
brunner_rechtsgeschichte01_1887-365-45	schweiger_armenien_1878-2578-27	Rezeption	2.0	[3, 1]
26120215_1978_06_15_01_089.tcf.xml-8-14	savigny_system01_1840-962-4	Rezeption	3.0	[1, 4]
26120215_1985_03_16_01_226.tcf.xml-14-6	brunner_rechtsgeschichte02_1892-8890-2	Rezeption	1.0	[1, 2]
26120215_1978_06_15_01_089.tcf.xml-8-14	brunner_rechtsgeschichte02_1892-8890-2	Rezeption	1.0	[3, 4]
26120215_1983_02_15_01_297.tcf.xml-51-18	stein_verwaltungslehre02_1866-4762-10	Rezeption	0.0	[1, 1, 1]
26120215_1983_02_15_01_297.tcf.xml-51-18	schweiger_armenien_1878-2578-27	Rezeption	0.0	[1, 1]
26120215_1983_02_15_01_297.tcf.xml-51-18	heckert_schulgesetzgebung_1847-4114-60	Rezeption	0.0	[2, 2]
26120215_1983_02_15_01_297.tcf.xml-51-18	beseler_volksrecht_1843-500-21	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1983_02_15_01_297.tcf.xml-51-18	beseler_volksrecht_1843-2072-95	Rezeption	0.0	[1, 1]
26120215_1978_05_23_01_102.tcf.xml-65-9	heckert_schulgesetzgebung_1847-4114-60	Rezeption	0.6666666666666666	[2, 2, 1]
26120215_1978_05_23_01_102.tcf.xml-65-9	beseler_volksrecht_1843-2058-15	Rezeption	1.0	[3, 2]
26120215_1985_03_16_01_226.tcf.xml-14-6	brunner_rechtsgeschichte01_1887-5380-11	Rezeption	1.0	[1, 2]
brunner_rechtsgeschichte01_1887-522-2	heckert_schulgesetzgebung_1847-4105-20	Rezeption	1.3333333333333333	[3, 4, 2]
brunner_rechtsgeschichte01_1887-522-2	heckert_schulgesetzgebung_1847-4199-10	Rezeption	0.6666666666666666	[2, 3, 2]
brunner_rechtsgeschichte01_1887-522-2	klueber_recht_1817-7578-42	Rezeption	0.6666666666666666	[2, 3, 3]
26120215_1968_05_07_01_127.tcf.xml-29-28	savigny_system01_1840-982-1	Rezeption	1.0	[3, 4]
brunner_rechtsgeschichte02_1892-12136-21	klueber_recht_1817-7578-42	Rezeption	0.6666666666666666	[2, 3, 3]
brunner_rechtsgeschichte02_1892-12136-21	savigny_system01_1840-1760-36	Rezeption	1.0	[3, 4]
brunner_rechtsgeschichte02_1892-12136-21	savigny_system01_1840-914-10	Rezeption	0.0	[0, 3, 3]
brunner_rechtsgeschichte02_1892-12136-21	savigny_system01_1840-982-1	Rezeption	1.0	[4, 3]
brunner_rechtsgeschichte02_1892-12136-21	wilamowitz_aristoteles02_1893-226-32	Rezeption	1.0	[0, 4, 3]
26120215_1987_12_23_01_094.tcf.xml-21-15	brunner_rechtsgeschichte01_1887-548-6	Rezeption	1.3333333333333333	[2, 4, 4]
brunner_rechtsgeschichte02_1892-2222-40	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.0	[2, 1]
26120215_1968_10_20_01_464.tcf.xml-5-6	beseler_volksrecht_1843-500-21	Rezeption	1.3333333333333333	[1, 3, 3]
brunner_rechtsgeschichte01_1887-548-6	scherer_poetik_1888-2132-9	Rezeption	1.0	[3, 4]
brunner_rechtsgeschichte02_1892-2222-40	savigny_system01_1840-2484-17	Rezeption	0.0	[4, 4, 4]
26120215_1968_10_20_01_464.tcf.xml-5-6	heckert_schulgesetzgebung_1847-4114-60	Rezeption	1.3333333333333333	[2, 3, 0, 1]
mommsen_roemische01_1854-1172-34	wilamowitz_aristoteles02_1893-226-32	Rezeption	0.0	[0, 3, 3]
mommsen_roemische01_1854-1172-34	savigny_system01_1840-914-10	Rezeption	1.3333333333333333	[2, 4, 3]
26120215_1968_10_20_01_464.tcf.xml-5-6	heckert_schulgesetzgebung_1847-4199-10	Rezeption	1.3333333333333333	[1, 3, 2]
26120215_1968_10_20_01_464.tcf.xml-5-6	wilamowitz_aristoteles02_1893-226-32	Rezeption	0.0	[3, 3, 3]
mommsen_roemische01_1854-1172-34	savigny_system01_1840-1760-36	Rezeption	1.3333333333333333	[1, 3, 3]
brunner_rechtsgeschichte02_1892-8890-2	fessler_eleusinien02_1803-2103-5	Rezeption	1.3333333333333333	[3, 2, 1]
brunner_rechtsgeschichte02_1892-8890-2	jhering_recht01_1852-1603-3	Rezeption	1.0	[3, 2]
26120215_1988_02_12_01_008.tcf.xml-7-7	brunner_rechtsgeschichte02_1892-12136-21	Rezeption	1.0	[3, 3, 1, 3]
26120215_1968_10_20_01_464.tcf.xml-5-6	brunner_rechtsgeschichte01_1887-522-2	Rezeption	0.6666666666666666	[2, 3, 3]
26120215_1969_06_24_01_119.tcf.xml-16-3	26120215_1981_08_01_01_383.tcf.xml-109-34	Rezeption	1.0	[3, 4, 0]
brunner_rechtsgeschichte01_1887-548-6	savigny_system01_1840-2696-15	Rezeption	1.0	[3, 3, 3, 1]
brunner_rechtsgeschichte01_1887-547-11	savigny_system01_1840-989-20	Rezeption	0.0	[4, 4]
brunner_rechtsgeschichte01_1887-522-2	lehnert_seehaefen01_1891-6864-11	Rezeption	0.6666666666666666	[2, 3, 3]
brunner_rechtsgeschichte01_1887-522-2	lehnert_seehaefen01_1891-6867-4	Rezeption	1.3333333333333333	[2, 4, 3]
brunner_rechtsgeschichte01_1887-522-2	mommsen_roemische01_1854-1172-34	Rezeption	1.3333333333333333	[2, 4, 3]
26120215_1987_07_30_01_282.tcf.xml-8-9	klueber_voelkerrecht01_1821-4042-27	Rezeption	2.0	[2, 4]
26120215_1987_07_30_01_282.tcf.xml-8-9	schweiger_armenien_1878-2578-27	Rezeption	0.0	[1, 1]
26120215_1987_08_13_01_333.tcf.xml-25-23	fessler_eleusinien01_1802-1221-4	Rezeption	0.0	[2, 2]
26120215_1971_03_10_01_245.tcf.xml-2-2	fessler_eleusinien01_1802-1372-13	Rezeption	1.3333333333333333	[2, 1, 3]
26120215_1987_08_13_01_333.tcf.xml-25-23	stein_verwaltungslehre02_1866-4762-10	Rezeption	0.0	[1, 1]
26120215_1987_11_14_01_083.tcf.xml-27-1	beseler_volksrecht_1843-282-27	Rezeption	2.0	[4, 3, 1]
brunner_rechtsgeschichte01_1887-548-6	brunner_rechtsgeschichte02_1892-8890-2	Rezeption	1.0	[3, 4]
26120215_1987_11_14_01_083.tcf.xml-27-1	fessler_eleusinien01_1802-1372-13	Rezeption	1.6666666666666667	[3, 4, 2, 1]
brunner_rechtsgeschichte01_1887-522-2	wilamowitz_aristoteles02_1893-226-32	Rezeption	0.0	[0, 3, 3]
brunner_rechtsgeschichte01_1887-5380-11	fessler_eleusinien01_1802-1372-13	Rezeption	1.3333333333333333	[3, 2, 1]
brunner_rechtsgeschichte01_1887-5380-11	heckert_schulgesetzgebung_1847-4199-10	Rezeption	1.0	[2, 1]
brunner_rechtsgeschichte01_1887-5380-11	mommsen_roemische01_1854-517-62	Rezeption	0.6666666666666666	[3, 2, 3]
brunner_rechtsgeschichte01_1887-5380-11	savigny_system01_1840-982-1	Rezeption	0.0	[4, 4]
26120215_1968_05_07_01_127.tcf.xml-29-28	savigny_system01_1840-916-38	Rezeption	0.0	[3, 3]
mommsen_roemische01_1854-517-62	wilamowitz_aristoteles02_1893-647-248	Rezeption	2.0	[2, 4]
brunner_rechtsgeschichte01_1887-5380-11	schwappach_forstpolitik_1894-4560-8	Rezeption	0.0	[4, 4]
brunner_rechtsgeschichte01_1887-547-11	brunner_rechtsgeschichte01_1887-548-6	Rezeption	2.0	[4, 2, 1]
brunner_rechtsgeschichte01_1887-522-2	savigny_system01_1840-914-10	Rezeption	1.3333333333333333	[2, 4, 3]
26120215_1971_03_10_01_245.tcf.xml-2-2	mommsen_roemische01_1854-1172-34	Rezeption	0.0	[1, 1]
26120215_1976_01_13_01_239.tcf.xml-10-26	brunner_rechtsgeschichte01_1887-522-2	Rezeption	0.6666666666666666	[1, 2, 2]
26120215_1971_03_10_01_245.tcf.xml-2-2	savigny_system01_1840-914-10	Rezeption	0.0	[1, 1]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-2719-37	Rezeption	1.3333333333333333	[2, 3, 1]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-915-1	Rezeption	1.0	[2, 3, 0]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-985-5	Rezeption	0.6666666666666666	[2, 3, 0, 2]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-986-11	Rezeption	2.0	[3, 1]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-989-20	Rezeption	1.3333333333333333	[2, 4, 2]
26120215_1973_08_22_01_154.tcf.xml-24-13	26120215_1978_06_15_01_089.tcf.xml-8-14	Rezeption	1.0	[1, 2]
fessler_eleusinien02_1803-2103-5	scherer_poetik_1888-2132-9	Rezeption	1.0	[1, 2]
fessler_eleusinien02_1803-2103-5	schwappach_forstpolitik_1894-4560-8	Rezeption	0.5	[2, 2, 3, 2]
fessler_eleusinien02_1803-2103-5	stein_verwaltungslehre02_1866-2728-59	Rezeption	1.0	[4, 2, 3, 3]
fessler_eleusinien02_1803-2103-5	savigny_system01_1840-2696-15	Rezeption	1.6	[2, 3, 1, 4, 1]
klueber_recht_1817-7578-42	mommsen_roemische01_1854-1172-34	Rezeption	1.3333333333333333	[2, 4, 3]
26120215_1974_03_28_01_139.tcf.xml-17-15	26120215_1977_10_14_01_016.tcf.xml-27-9	Rezeption	0.0	[1, 1]
26120215_1974_03_28_01_139.tcf.xml-17-15	26120215_1980_06_18_01_072.tcf.xml-19-2	Rezeption	0.0	[1, 1]
