identifier1	identifier2	lemma	median_cleaned	judgments
1960-19-37	1973-44-37	涨	1.0	[1, 1]
1962-22-37	1996-74-37	涨	4.0	[4, 4]
1962-22-37	1991-89-37	涨	4.0	[4, 4]
1960-19-37	1992-81-37	涨	1.0	[1, 1]
1960-19-37	1991-89-37	涨	1.0	[1, 1]
1960-19-37	1989-99-37	涨	1.0	[1, 1]
1960-19-37	1989-95-37	涨	1.0	[1, 1]
1962-22-37	1995-69-37	涨	4.0	[4, 4]
1960-19-37	1988-63-37	涨	1.0	[1, 1]
1960-19-37	1989-82-37	涨	1.0	[1, 1]
1960-19-37	1986-96-37	涨	1.0	[1, 1]
1960-19-37	1985-87-37	涨	1.0	[1, 1]
1960-19-37	1981-88-37	涨	1.0	[1, 1]
1960-19-37	1981-86-37	涨	1.0	[1, 1]
1960-19-37	1987-91-37	涨	1.0	[1, 1]
1960-19-37	1970-5-37	涨	1.0	[1, 1]
1979-71-15	1987-79-15	炒	4.0	[4, 4]
1979-71-15	1988-64-15	炒	4.0	[4, 4]
1962-14-15	1969-5-15	炒	4.0	[4, 4]
1979-71-15	1996-70-15	炒	4.0	[4, 4]
1960-44-15	1962-14-15	炒	4.0	[4, 4]
1979-71-15	2003-63-15	炒	4.0	[4, 4]
1960-44-15	1970-4-15	炒	4.0	[4, 4]
1960-44-15	1969-5-15	炒	4.0	[4, 4]
1960-44-15	1968-41-15	炒	4.0	[4, 4]
1962-14-15	1970-4-15	炒	4.0	[4, 4]
1979-71-15	1995-77-15	炒	4.0	[4, 4]
1979-71-15	2002-91-15	炒	4.0	[4, 4]
1960-44-15	1994-78-15	炒	4.0	[4, 4]
1979-71-15	1985-52-15	炒	4.0	[4, 4]
1985-60-15	1996-70-15	炒	4.0	[4, 4]
1985-60-15	2002-91-15	炒	4.0	[4, 4]
1964-48-15	1982-72-15	炒	4.0	[4, 4]
1964-48-15	1970-4-15	炒	4.0	[4, 4]
1960-44-15	2002-91-15	炒	4.0	[4, 4]
1960-44-15	1996-70-15	炒	4.0	[4, 4]
1960-44-15	1995-77-15	炒	4.0	[4, 4]
1962-14-15	1970-40-15	炒	4.0	[4, 4]
1979-71-15	1985-60-15	炒	4.0	[4, 4]
1960-44-15	1991-57-15	炒	4.0	[4, 4]
1960-44-15	1987-79-15	炒	4.0	[4, 4]
1960-44-15	1985-60-15	炒	4.0	[4, 4]
1960-44-15	1984-55-15	炒	4.0	[4, 4]
1960-44-15	1982-97-15	炒	4.0	[4, 4]
1960-44-15	1979-71-15	炒	4.0	[4, 4]
1960-44-15	1972-42-15	炒	4.0	[4, 4]
1960-44-15	1970-40-15	炒	4.0	[4, 4]
1979-71-15	1982-97-15	炒	4.0	[4, 4]
1960-44-15	1988-64-15	炒	4.0	[4, 4]
1962-14-15	1979-71-15	炒	4.0	[4, 4]
1987-79-15	2003-63-15	炒	4.0	[4, 4]
1962-14-15	1984-55-15	炒	4.0	[4, 4]
1960-26-15	1991-57-15	炒	4.0	[4, 4]
1960-26-15	1994-78-15	炒	4.0	[4, 4]
1972-42-15	1979-71-15	炒	4.0	[4, 4]
1985-60-15	1995-77-15	炒	4.0	[4, 4]
1985-60-15	1994-78-15	炒	4.0	[4, 4]
1985-60-15	1991-57-15	炒	4.0	[4, 4]
1985-60-15	1988-64-15	炒	4.0	[4, 4]
1985-60-15	1987-79-15	炒	4.0	[4, 4]
1960-26-15	1988-64-15	炒	4.0	[4, 4]
1960-26-15	2003-63-15	炒	4.0	[4, 4]
2002-91-15	2003-63-15	炒	4.0	[4, 4]
1972-42-15	2002-91-15	炒	4.0	[4, 4]
1960-26-15	1996-70-15	炒	4.0	[4, 4]
1972-42-15	1996-70-15	炒	4.0	[4, 4]
1972-42-15	1994-78-15	炒	4.0	[4, 4]
1972-42-15	1988-64-15	炒	4.0	[4, 4]
1972-42-15	1985-60-15	炒	4.0	[4, 4]
1972-42-15	1984-55-15	炒	4.0	[4, 4]
1960-26-15	2002-91-15	炒	4.0	[4, 4]
1962-14-15	1982-97-15	炒	4.0	[4, 4]
1960-26-15	1984-55-15	炒	4.0	[4, 4]
1982-72-15	1982-97-15	炒	4.0	[4, 4]
1962-14-15	1985-60-15	炒	4.0	[4, 4]
1962-14-15	1987-79-15	炒	4.0	[4, 4]
1962-14-15	1988-64-15	炒	4.0	[4, 4]
1962-14-15	1994-78-15	炒	4.0	[4, 4]
1962-14-15	1996-70-15	炒	4.0	[4, 4]
1962-14-15	2002-91-15	炒	4.0	[4, 4]
1962-14-15	2003-63-15	炒	4.0	[4, 4]
1960-26-15	1960-44-15	炒	4.0	[4, 4]
1960-26-15	1979-71-15	炒	4.0	[4, 4]
1987-79-15	1988-64-15	炒	4.0	[4, 4]
1987-79-15	1994-78-15	炒	4.0	[4, 4]
1987-79-15	1996-70-15	炒	4.0	[4, 4]
1987-79-15	2002-91-15	炒	4.0	[4, 4]
1998-95-15	2001-99-15	炒	4.0	[4, 4]
1960-26-15	1968-41-15	炒	4.0	[4, 4]
1960-26-15	1970-4-15	炒	4.0	[4, 4]
1960-26-15	1970-40-15	炒	4.0	[4, 4]
1982-72-15	1995-77-15	炒	4.0	[4, 4]
1987-79-15	1991-57-15	炒	4.0	[4, 4]
1960-26-15	1962-14-15	炒	4.0	[4, 4]
1958-9-15	1979-71-15	炒	4.0	[4, 4]
1994-78-15	1995-77-15	炒	4.0	[4, 4]
1969-5-15	1988-64-15	炒	4.0	[4, 4]
1969-5-15	1985-60-15	炒	4.0	[4, 4]
1969-5-15	1982-97-15	炒	4.0	[4, 4]
1969-5-15	1979-71-15	炒	4.0	[4, 4]
1969-5-15	1970-40-15	炒	4.0	[4, 4]
1969-5-15	1970-4-15	炒	4.0	[4, 4]
1957-49-15	1958-23-15	炒	4.0	[4, 4]
1957-49-15	1958-9-15	炒	4.0	[4, 4]
1957-49-15	1960-44-15	炒	4.0	[4, 4]
1957-49-15	1962-14-15	炒	4.0	[4, 4]
1957-49-15	1969-5-15	炒	4.0	[4, 4]
1969-5-15	1991-57-15	炒	4.0	[4, 4]
1957-49-15	1970-4-15	炒	4.0	[4, 4]
1957-49-15	1982-97-15	炒	4.0	[4, 4]
1957-49-15	1985-60-15	炒	4.0	[4, 4]
1957-49-15	1987-79-15	炒	4.0	[4, 4]
1957-49-15	1988-64-15	炒	4.0	[4, 4]
1957-49-15	1991-57-15	炒	4.0	[4, 4]
1957-49-15	1994-78-15	炒	4.0	[4, 4]
1957-49-15	1996-70-15	炒	4.0	[4, 4]
1957-49-15	2002-91-15	炒	4.0	[4, 4]
1957-49-15	2003-63-15	炒	4.0	[4, 4]
1984-55-15	1994-78-15	炒	4.0	[4, 4]
1958-1-15	1960-26-15	炒	4.0	[4, 4]
1957-49-15	1970-40-15	炒	4.0	[4, 4]
1969-5-15	1994-78-15	炒	4.0	[4, 4]
1969-5-15	1995-77-15	炒	4.0	[4, 4]
1969-5-15	1996-70-15	炒	4.0	[4, 4]
1957-11-15	1982-97-15	炒	4.0	[4, 4]
1957-11-15	1985-60-15	炒	4.0	[4, 4]
1957-11-15	1991-57-15	炒	4.0	[4, 4]
1957-11-15	1994-78-15	炒	4.0	[4, 4]
1957-11-15	1995-77-15	炒	4.0	[4, 4]
1957-11-15	1996-70-15	炒	4.0	[4, 4]
1957-11-15	2002-91-15	炒	4.0	[4, 4]
1970-4-15	2002-91-15	炒	4.0	[4, 4]
1970-4-15	1996-70-15	炒	4.0	[4, 4]
1970-4-15	1994-78-15	炒	4.0	[4, 4]
1970-4-15	1991-57-15	炒	4.0	[4, 4]
1970-4-15	1988-64-15	炒	4.0	[4, 4]
1970-4-15	1985-60-15	炒	4.0	[4, 4]
1970-4-15	1982-97-15	炒	4.0	[4, 4]
1970-4-15	1979-71-15	炒	4.0	[4, 4]
1970-4-15	1972-42-15	炒	4.0	[4, 4]
1961-45-15	1996-70-15	炒	4.0	[4, 4]
1961-45-15	1995-77-15	炒	4.0	[4, 4]
1961-45-15	1994-78-15	炒	4.0	[4, 4]
1961-45-15	1982-72-15	炒	4.0	[4, 4]
1961-45-15	1964-48-15	炒	4.0	[4, 4]
1961-45-15	1962-14-15	炒	4.0	[4, 4]
1994-78-15	2002-91-15	炒	4.0	[4, 4]
1994-78-15	1996-70-15	炒	4.0	[4, 4]
1962-14-15	1968-41-15	炒	4.0	[4, 4]
1958-1-15	1960-44-15	炒	4.0	[4, 4]
1958-1-15	1962-14-15	炒	4.0	[4, 4]
1958-1-15	1970-40-15	炒	4.0	[4, 4]
1958-1-15	1972-42-15	炒	4.0	[4, 4]
1968-41-15	1995-77-15	炒	4.0	[4, 4]
1968-41-15	1991-57-15	炒	4.0	[4, 4]
1968-41-15	1988-64-15	炒	4.0	[4, 4]
1968-41-15	1987-79-15	炒	4.0	[4, 4]
1968-41-15	1982-97-15	炒	4.0	[4, 4]
1968-41-15	1979-71-15	炒	4.0	[4, 4]
1968-41-15	1970-40-15	炒	4.0	[4, 4]
1968-41-15	1970-4-15	炒	4.0	[4, 4]
1968-41-15	1969-5-15	炒	4.0	[4, 4]
1991-57-15	2002-91-15	炒	4.0	[4, 4]
1991-57-15	1996-70-15	炒	4.0	[4, 4]
1991-57-15	1995-77-15	炒	4.0	[4, 4]
1958-9-15	2002-91-15	炒	4.0	[4, 4]
1958-9-15	1996-70-15	炒	4.0	[4, 4]
1958-9-15	1994-78-15	炒	4.0	[4, 4]
1958-9-15	1991-57-15	炒	4.0	[4, 4]
1958-9-15	1988-64-15	炒	4.0	[4, 4]
1958-9-15	1959-17-15	炒	4.0	[4, 4]
1958-9-15	1960-26-15	炒	4.0	[4, 4]
1958-9-15	1960-44-15	炒	4.0	[4, 4]
1958-9-15	1962-14-15	炒	4.0	[4, 4]
1958-9-15	1968-41-15	炒	4.0	[4, 4]
1958-9-15	1969-5-15	炒	4.0	[4, 4]
1958-9-15	1970-4-15	炒	4.0	[4, 4]
1958-9-15	1970-40-15	炒	4.0	[4, 4]
1968-41-15	1996-70-15	炒	4.0	[4, 4]
1957-11-15	1979-71-15	炒	4.0	[4, 4]
1968-41-15	2002-91-15	炒	4.0	[4, 4]
1958-30-15	1996-70-15	炒	4.0	[4, 4]
1958-1-15	1979-71-15	炒	4.0	[4, 4]
1958-1-15	1982-72-15	炒	4.0	[4, 4]
1958-1-15	1982-97-15	炒	4.0	[4, 4]
1958-1-15	1987-79-15	炒	4.0	[4, 4]
1958-1-15	1988-64-15	炒	4.0	[4, 4]
1958-1-15	1994-78-15	炒	4.0	[4, 4]
1958-1-15	1996-70-15	炒	4.0	[4, 4]
1958-1-15	2002-91-15	炒	4.0	[4, 4]
1959-17-15	1996-70-15	炒	4.0	[4, 4]
1958-23-15	1958-30-15	炒	4.0	[4, 4]
1958-23-15	1960-26-15	炒	4.0	[4, 4]
1958-23-15	1961-45-15	炒	4.0	[4, 4]
1958-23-15	1964-48-15	炒	4.0	[4, 4]
1958-23-15	1971-16-15	炒	4.0	[4, 4]
1958-23-15	1982-72-15	炒	4.0	[4, 4]
1958-23-15	1987-79-15	炒	4.0	[4, 4]
1958-23-15	1995-77-15	炒	4.0	[4, 4]
1959-17-15	1982-72-15	炒	4.0	[4, 4]
1959-17-15	1964-48-15	炒	4.0	[4, 4]
1991-88-15	2001-99-15	炒	4.0	[4, 4]
1991-88-15	1998-95-15	炒	4.0	[4, 4]
1991-88-15	1998-80-15	炒	4.0	[4, 4]
1991-88-15	1997-93-15	炒	4.0	[4, 4]
1958-30-15	1995-77-15	炒	4.0	[4, 4]
1959-17-15	1960-44-15	炒	4.0	[4, 4]
1968-41-15	2003-63-15	炒	4.0	[4, 4]
1957-11-15	1970-40-15	炒	4.0	[4, 4]
1956-3-15	1987-79-15	炒	4.0	[4, 4]
1957-11-15	1969-5-15	炒	4.0	[4, 4]
1956-3-15	2002-91-15	炒	4.0	[4, 4]
1971-16-15	1995-77-15	炒	4.0	[4, 4]
1971-16-15	1991-57-15	炒	4.0	[4, 4]
1971-16-15	1987-79-15	炒	4.0	[4, 4]
1971-16-15	1985-60-15	炒	4.0	[4, 4]
1971-16-15	1979-71-15	炒	4.0	[4, 4]
1956-19-15	2003-63-15	炒	4.0	[4, 4]
1956-19-15	2002-91-15	炒	4.0	[4, 4]
1982-97-15	1985-60-15	炒	4.0	[4, 4]
1982-97-15	1987-79-15	炒	4.0	[4, 4]
1982-97-15	1988-64-15	炒	4.0	[4, 4]
1982-97-15	1991-57-15	炒	4.0	[4, 4]
1982-97-15	1994-78-15	炒	4.0	[4, 4]
1970-40-15	2002-91-15	炒	4.0	[4, 4]
1970-40-15	1996-70-15	炒	4.0	[4, 4]
1956-3-15	1996-70-15	炒	4.0	[4, 4]
1956-3-15	1994-78-15	炒	4.0	[4, 4]
1956-3-15	1988-64-15	炒	4.0	[4, 4]
1958-9-15	1982-97-15	炒	4.0	[4, 4]
1956-3-15	1960-26-15	炒	4.0	[4, 4]
1956-3-15	1960-44-15	炒	4.0	[4, 4]
1956-3-15	1962-14-15	炒	4.0	[4, 4]
1956-3-15	1968-41-15	炒	4.0	[4, 4]
1956-3-15	1969-5-15	炒	4.0	[4, 4]
1956-3-15	1959-17-15	炒	4.0	[4, 4]
1956-3-15	1958-9-15	炒	4.0	[4, 4]
1970-40-15	1994-78-15	炒	4.0	[4, 4]
1956-3-15	1958-1-15	炒	4.0	[4, 4]
1956-3-15	1957-11-15	炒	4.0	[4, 4]
1956-3-15	1970-4-15	炒	4.0	[4, 4]
1956-3-15	1970-40-15	炒	4.0	[4, 4]
1956-3-15	1972-42-15	炒	4.0	[4, 4]
1956-3-15	1979-71-15	炒	4.0	[4, 4]
1956-3-15	1982-97-15	炒	4.0	[4, 4]
1956-3-15	1985-60-15	炒	4.0	[4, 4]
1957-11-15	1970-4-15	炒	4.0	[4, 4]
1970-40-15	1991-57-15	炒	4.0	[4, 4]
1996-70-15	2002-91-15	炒	4.0	[4, 4]
1970-40-15	1971-16-15	炒	4.0	[4, 4]
1956-19-15	1958-1-15	炒	4.0	[4, 4]
1988-64-15	1996-70-15	炒	4.0	[4, 4]
1997-93-15	2001-99-15	炒	4.0	[4, 4]
1957-11-15	1958-1-15	炒	4.0	[4, 4]
1985-52-15	1987-79-15	炒	4.0	[4, 4]
1988-64-15	2002-91-15	炒	4.0	[4, 4]
1970-40-15	1982-97-15	炒	4.0	[4, 4]
1956-19-15	1960-26-15	炒	4.0	[4, 4]
1970-40-15	1988-64-15	炒	4.0	[4, 4]
1982-97-15	2002-91-15	炒	4.0	[4, 4]
1956-19-15	1957-49-15	炒	4.0	[4, 4]
1956-19-15	1957-11-15	炒	4.0	[4, 4]
1956-19-15	1956-3-15	炒	4.0	[4, 4]
1997-93-15	1998-95-15	炒	4.0	[4, 4]
1988-64-15	1991-57-15	炒	4.0	[4, 4]
1988-64-15	1994-78-15	炒	4.0	[4, 4]
1982-97-15	1996-70-15	炒	4.0	[4, 4]
1956-19-15	1960-44-15	炒	4.0	[4, 4]
1970-40-15	1985-60-15	炒	4.0	[4, 4]
1956-19-15	1968-41-15	炒	4.0	[4, 4]
1956-19-15	1970-40-15	炒	4.0	[4, 4]
1956-19-15	1962-14-15	炒	4.0	[4, 4]
1956-19-15	1987-79-15	炒	4.0	[4, 4]
1970-40-15	1987-79-15	炒	4.0	[4, 4]
1956-19-15	1970-4-15	炒	4.0	[4, 4]
1956-19-15	1979-71-15	炒	4.0	[4, 4]
1957-11-15	1968-41-15	炒	4.0	[4, 4]
1956-19-15	1985-60-15	炒	4.0	[4, 4]
1956-19-15	1988-64-15	炒	4.0	[4, 4]
1957-11-15	1960-26-15	炒	4.0	[4, 4]
1957-11-15	1958-9-15	炒	4.0	[4, 4]
1956-19-15	1991-57-15	炒	4.0	[4, 4]
1956-19-15	1994-78-15	炒	4.0	[4, 4]
1957-11-15	1960-44-15	炒	4.0	[4, 4]
1969-13-13	1985-80-13	热	4.0	[4, 4]
1958-11-13	1980-88-13	热	3.0	[3, 3]
1954-34-13	1956-38-13	热	4.0	[4, 4]
1958-11-13	1985-80-13	热	3.0	[3, 3]
1969-13-13	1998-74-13	热	3.0	[3, 3]
1959-42-13	1969-13-13	热	4.0	[4, 4]
1959-42-13	1961-7-13	热	4.0	[4, 4]
1959-42-13	1961-46-13	热	3.0	[3, 3]
1987-82-13	1988-95-13	热	4.0	[4, 4]
1987-82-13	1988-81-13	热	4.0	[4, 4]
1987-82-13	2001-57-13	热	4.0	[4, 4]
1987-82-13	2001-93-13	热	4.0	[4, 4]
1958-11-13	1982-91-13	热	3.0	[3, 3]
1969-13-13	1975-44-13	热	4.0	[4, 4]
1963-20-13	1998-74-13	热	3.0	[3, 3]
1959-42-13	1985-80-13	热	4.0	[4, 4]
1963-20-13	1982-91-13	热	4.0	[4, 4]
1963-20-13	1980-88-13	热	4.0	[4, 4]
1975-44-13	1985-80-13	热	4.0	[4, 4]
1959-16-13	1959-42-13	热	4.0	[4, 4]
1959-16-13	1960-39-13	热	4.0	[4, 4]
1959-16-13	1961-7-13	热	4.0	[4, 4]
1958-11-13	1975-44-13	热	3.0	[3, 3]
1959-16-13	1969-13-13	热	4.0	[4, 4]
1959-16-13	1975-44-13	热	4.0	[4, 4]
1959-16-13	1985-80-13	热	4.0	[4, 4]
1965-3-13	1998-74-13	热	3.0	[3, 3]
1961-7-13	1985-80-13	热	4.0	[4, 4]
1961-7-13	1975-44-13	热	4.0	[4, 4]
1961-7-13	1969-13-13	热	4.0	[4, 4]
1959-42-13	1995-83-13	热	3.0	[3, 3]
1987-82-13	1988-97-13	热	4.0	[4, 4]
1960-39-13	1994-96-13	热	3.0	[3, 3]
1960-39-13	1985-80-13	热	4.0	[4, 4]
1960-39-13	1975-44-13	热	4.0	[4, 4]
1960-39-13	1969-13-13	热	4.0	[4, 4]
1960-39-13	1961-7-13	热	4.0	[4, 4]
1959-42-13	1975-44-13	热	4.0	[4, 4]
1958-11-13	1969-13-13	热	3.0	[3, 3]
1987-82-13	2000-98-13	热	4.0	[4, 4]
1958-11-13	1961-7-13	热	3.0	[3, 3]
2000-98-13	2001-57-13	热	4.0	[4, 4]
1988-97-13	2001-57-13	热	4.0	[4, 4]
1988-97-13	2000-98-13	热	4.0	[4, 4]
1958-11-13	1963-20-13	热	3.0	[3, 3]
1988-95-13	2001-57-13	热	4.0	[4, 4]
1988-95-13	2000-98-13	热	4.0	[4, 4]
1988-95-13	1988-97-13	热	4.0	[4, 4]
1959-42-13	1960-39-13	热	4.0	[4, 4]
1995-83-13	2002-52-13	热	4.0	[4, 4]
2000-98-13	2001-93-13	热	4.0	[4, 4]
2000-55-13	2002-52-13	热	3.0	[3, 3]
1980-88-13	1993-67-13	热	3.0	[3, 3]
1980-88-13	1982-91-13	热	4.0	[4, 4]
1988-81-13	2001-57-13	热	4.0	[4, 4]
1988-81-13	2000-98-13	热	4.0	[4, 4]
1988-81-13	1988-97-13	热	4.0	[4, 4]
1988-81-13	1988-95-13	热	4.0	[4, 4]
1961-46-13	2000-55-13	热	3.0	[3, 3]
1961-46-13	1985-80-13	热	3.0	[3, 3]
1961-46-13	1975-44-13	热	3.0	[3, 3]
1980-88-13	1998-74-13	热	3.0	[3, 3]
2001-57-13	2001-93-13	热	4.0	[4, 4]
1988-95-13	2001-93-13	热	4.0	[4, 4]
1959-9-13	1980-88-13	热	4.0	[4, 4]
1958-11-13	1960-39-13	热	3.0	[3, 3]
1958-11-13	1959-42-13	热	3.0	[3, 3]
1958-11-13	1959-16-13	热	3.0	[3, 3]
1987-61-13	1988-97-13	热	4.0	[4, 4]
1987-61-13	1988-95-13	热	4.0	[4, 4]
1987-61-13	2001-57-13	热	4.0	[4, 4]
1959-9-13	1982-91-13	热	4.0	[4, 4]
1988-97-13	2001-93-13	热	4.0	[4, 4]
1987-61-13	2000-98-13	热	4.0	[4, 4]
1987-61-13	1987-82-13	热	4.0	[4, 4]
1987-61-13	1988-81-13	热	4.0	[4, 4]
1964-5-29	1974-30-29	留下	3.0	[3, 3]
1964-5-29	1974-2-29	留下	3.0	[3, 3]
1964-5-29	1973-37-29	留下	3.0	[3, 3]
1982-91-29	1995-82-29	留下	3.0	[3, 3]
1982-91-29	1996-64-29	留下	3.0	[3, 3]
1982-91-29	1997-63-29	留下	3.0	[3, 3]
1982-91-29	1997-83-29	留下	4.0	[4, 4]
1982-91-29	1998-89-29	留下	3.0	[3, 3]
1963-28-29	1973-37-29	留下	3.0	[3, 3]
1964-5-29	1971-3-29	留下	3.0	[3, 3]
1960-7-29	1962-36-29	留下	4.0	[4, 4]
1960-7-29	1962-45-29	留下	4.0	[4, 4]
1963-28-29	1996-64-29	留下	3.0	[3, 3]
1960-21-29	1960-7-29	留下	4.0	[4, 4]
1960-21-29	1961-18-29	留下	3.0	[3, 3]
1957-41-29	2002-84-29	留下	4.0	[4, 4]
1957-41-29	2002-72-29	留下	4.0	[4, 4]
1957-41-29	2000-65-29	留下	4.0	[4, 4]
1960-7-29	1963-4-29	留下	3.0	[3, 3]
1960-7-29	1961-18-29	留下	3.0	[3, 3]
1982-91-29	1989-96-29	留下	3.0	[3, 3]
1964-5-29	1965-42-29	留下	4.0	[4, 4]
1982-91-29	1984-75-29	留下	3.0	[3, 3]
1958-19-29	1995-82-29	留下	4.0	[4, 4]
1958-19-29	2002-72-29	留下	4.0	[4, 4]
1958-19-29	1960-7-29	留下	4.0	[4, 4]
1958-19-29	1960-21-29	留下	4.0	[4, 4]
1978-6-29	1982-91-29	留下	3.0	[3, 3]
1964-5-29	2002-84-29	留下	3.0	[3, 3]
1964-5-29	2002-72-29	留下	3.0	[3, 3]
1964-5-29	2000-65-29	留下	3.0	[3, 3]
1964-5-29	1998-89-29	留下	3.0	[3, 3]
1964-5-29	1997-63-29	留下	3.0	[3, 3]
1964-5-29	1996-66-29	留下	3.0	[3, 3]
1964-5-29	1996-64-29	留下	3.0	[3, 3]
1963-28-29	1998-89-29	留下	3.0	[3, 3]
1982-91-29	2000-65-29	留下	3.0	[3, 3]
1982-91-29	2002-72-29	留下	3.0	[3, 3]
1982-91-29	2002-84-29	留下	3.0	[3, 3]
1964-5-29	1978-6-29	留下	3.0	[3, 3]
1964-5-29	1984-75-29	留下	3.0	[3, 3]
1964-5-29	1989-96-29	留下	3.0	[3, 3]
1964-5-29	1995-82-29	留下	3.0	[3, 3]
1960-7-29	1964-5-29	留下	3.0	[3, 3]
1958-19-29	1961-18-29	留下	3.0	[3, 3]
1958-19-29	2002-84-29	留下	4.0	[4, 4]
1958-19-29	1962-36-29	留下	4.0	[4, 4]
1958-19-29	1963-4-29	留下	3.0	[3, 3]
1958-19-29	2000-65-29	留下	4.0	[4, 4]
1958-19-29	1998-89-29	留下	4.0	[4, 4]
1958-19-29	1997-83-29	留下	3.0	[3, 3]
1958-19-29	1997-63-29	留下	4.0	[4, 4]
1958-19-29	1996-66-29	留下	4.0	[4, 4]
1958-19-29	1994-71-29	留下	3.0	[3, 3]
1958-19-29	1989-96-29	留下	4.0	[4, 4]
1958-19-29	1988-90-29	留下	3.0	[3, 3]
1958-19-29	1986-59-29	留下	3.0	[3, 3]
1958-19-29	1984-75-29	留下	4.0	[4, 4]
1958-19-29	1982-91-29	留下	3.0	[3, 3]
1958-19-29	1978-6-29	留下	4.0	[4, 4]
1958-19-29	1974-48-29	留下	3.0	[3, 3]
1958-19-29	1974-30-29	留下	4.0	[4, 4]
1958-19-29	1974-2-29	留下	4.0	[4, 4]
1958-19-29	1973-37-29	留下	4.0	[4, 4]
1958-19-29	1971-3-29	留下	4.0	[4, 4]
1958-19-29	1965-42-29	留下	3.0	[3, 3]
1958-19-29	1964-5-29	留下	3.0	[3, 3]
1958-19-29	1962-45-29	留下	4.0	[4, 4]
1960-7-29	1965-42-29	留下	3.0	[3, 3]
1962-45-29	1974-30-29	留下	4.0	[4, 4]
1960-7-29	1973-37-29	留下	4.0	[4, 4]
1988-90-29	2002-84-29	留下	3.0	[3, 3]
1961-18-29	1962-36-29	留下	3.0	[3, 3]
1961-18-29	1962-45-29	留下	3.0	[3, 3]
1961-18-29	1965-42-29	留下	4.0	[4, 4]
1961-18-29	1971-3-29	留下	3.0	[3, 3]
1961-18-29	1973-37-29	留下	3.0	[3, 3]
1961-18-29	1974-2-29	留下	3.0	[3, 3]
1961-18-29	1974-30-29	留下	3.0	[3, 3]
1961-18-29	1978-6-29	留下	3.0	[3, 3]
1961-18-29	1982-91-29	留下	4.0	[4, 4]
1961-18-29	1984-75-29	留下	3.0	[3, 3]
1961-18-29	1986-59-29	留下	4.0	[4, 4]
1961-18-29	1988-90-29	留下	4.0	[4, 4]
1961-18-29	1989-96-29	留下	3.0	[3, 3]
1961-18-29	1995-82-29	留下	3.0	[3, 3]
1961-18-29	1996-64-29	留下	3.0	[3, 3]
1961-18-29	1996-66-29	留下	3.0	[3, 3]
1961-18-29	1997-63-29	留下	3.0	[3, 3]
1961-18-29	1997-83-29	留下	4.0	[4, 4]
1961-18-29	1998-89-29	留下	3.0	[3, 3]
1961-18-29	2000-65-29	留下	3.0	[3, 3]
1961-18-29	2002-72-29	留下	3.0	[3, 3]
1961-18-29	2002-84-29	留下	3.0	[3, 3]
1989-96-29	1994-71-29	留下	3.0	[3, 3]
1989-96-29	1995-82-29	留下	4.0	[4, 4]
1988-90-29	2002-72-29	留下	3.0	[3, 3]
1989-96-29	1996-66-29	留下	4.0	[4, 4]
1988-90-29	2000-65-29	留下	3.0	[3, 3]
1988-90-29	1997-83-29	留下	4.0	[4, 4]
1965-42-29	1971-3-29	留下	3.0	[3, 3]
1965-42-29	1973-37-29	留下	3.0	[3, 3]
1965-42-29	1974-2-29	留下	3.0	[3, 3]
1965-42-29	1974-30-29	留下	3.0	[3, 3]
1965-42-29	1978-6-29	留下	3.0	[3, 3]
1965-42-29	1982-91-29	留下	4.0	[4, 4]
1965-42-29	1984-75-29	留下	3.0	[3, 3]
1965-42-29	1988-90-29	留下	4.0	[4, 4]
1965-42-29	1989-96-29	留下	3.0	[3, 3]
1965-42-29	1995-82-29	留下	3.0	[3, 3]
1965-42-29	1996-64-29	留下	3.0	[3, 3]
1965-42-29	1996-66-29	留下	3.0	[3, 3]
1965-42-29	1997-63-29	留下	3.0	[3, 3]
1965-42-29	1997-83-29	留下	4.0	[4, 4]
1965-42-29	1998-89-29	留下	3.0	[3, 3]
1965-42-29	2000-65-29	留下	3.0	[3, 3]
1965-42-29	2002-72-29	留下	3.0	[3, 3]
1965-42-29	2002-84-29	留下	3.0	[3, 3]
1962-45-29	1974-2-29	留下	4.0	[4, 4]
1988-90-29	1989-96-29	留下	3.0	[3, 3]
1988-90-29	1994-71-29	留下	4.0	[4, 4]
1988-90-29	1995-82-29	留下	3.0	[3, 3]
1988-90-29	1996-64-29	留下	3.0	[3, 3]
1988-90-29	1996-66-29	留下	3.0	[3, 3]
1988-90-29	1997-63-29	留下	3.0	[3, 3]
1988-90-29	1998-89-29	留下	3.0	[3, 3]
1960-7-29	1971-3-29	留下	4.0	[4, 4]
1989-96-29	1997-63-29	留下	4.0	[4, 4]
1989-96-29	1998-89-29	留下	4.0	[4, 4]
1963-4-29	1973-37-29	留下	3.0	[3, 3]
1963-4-29	1971-3-29	留下	3.0	[3, 3]
1963-4-29	1965-42-29	留下	4.0	[4, 4]
1957-41-29	1998-89-29	留下	4.0	[4, 4]
1976-31-29	1991-87-29	留下	4.0	[4, 4]
1976-31-29	1981-78-29	留下	4.0	[4, 4]
1960-7-29	2002-84-29	留下	4.0	[4, 4]
1991-87-29	2003-61-29	留下	4.0	[4, 4]
1960-7-29	2002-72-29	留下	4.0	[4, 4]
1960-7-29	2000-65-29	留下	4.0	[4, 4]
1960-7-29	1998-89-29	留下	4.0	[4, 4]
1960-7-29	1997-83-29	留下	3.0	[3, 3]
